Traffic_Registration_Point,Name,Road_Reference,From,To,Date,From_Time,To_Time,Lane,Traffic_Volume,Coverage_Percentage,Total_Hours,Included_Hours,Invalid_Hours,Invalid_Length,Length_Quality_Grade,Under_5_6m,Over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,Over_16_0m,16_0m_to_24_0m,Over_24_0m,Year,Month,Day,Hour,Day_of_Week,Is_Weekend,Light_Vehicles,Heavy_Vehicles,Heavy_Vehicle_Ratio,Is_Rush_Hour,Season,Traffic_Volume_Category,Traffic_Quality_Category,Day_Type,Is_Peak_Traffic
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 00:00:00,2024-02-01 01:00:00,2024-02-01,00:00,01:00,1,83,100.0,1,1,0,0,100.0,73,10,1,1,0,8,8,0,2024,2,1,0,3,0,73,28,0.3373493975903614,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 00:00:00,2024-02-01 01:00:00,2024-02-01,00:00,01:00,2,63,100.0,1,1,0,0,100.0,52,11,5,0,0,6,6,0,2024,2,1,0,3,0,52,28,0.4444444444444444,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 00:00:00,2024-02-01 01:00:00,2024-02-01,00:00,01:00,Totalt,146,100.0,1,1,0,0,100.0,125,21,6,1,0,14,14,0,2024,2,1,0,3,0,125,56,0.3835616438356164,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 00:00:00,2024-02-01 01:00:00,2024-02-01,00:00,01:00,Totalt i retning Hausmannsgate,65,100.0,1,1,0,0,100.0,54,11,5,0,0,6,6,0,2024,2,1,0,3,0,54,28,0.4307692307692308,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 00:00:00,2024-02-01 01:00:00,2024-02-01,00:00,01:00,Totalt i retning Waldemar Tranes Gt.,81,100.0,1,1,0,0,100.0,71,10,1,1,0,8,8,0,2024,2,1,0,3,0,71,28,0.345679012345679,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 01:00:00,2024-02-01 02:00:00,2024-02-01,01:00,02:00,1,46,100.0,1,1,0,0,100.0,40,6,3,2,0,1,1,0,2024,2,1,1,3,0,40,13,0.2826086956521739,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 01:00:00,2024-02-01 02:00:00,2024-02-01,01:00,02:00,2,52,100.0,1,1,0,0,100.0,48,4,4,0,0,0,0,0,2024,2,1,1,3,0,48,8,0.1538461538461538,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 01:00:00,2024-02-01 02:00:00,2024-02-01,01:00,02:00,Totalt,98,100.0,1,1,0,0,100.0,88,10,7,2,0,1,1,0,2024,2,1,1,3,0,88,21,0.2142857142857142,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 01:00:00,2024-02-01 02:00:00,2024-02-01,01:00,02:00,Totalt i retning Hausmannsgate,52,100.0,1,1,0,0,100.0,48,4,4,0,0,0,0,0,2024,2,1,1,3,0,48,8,0.1538461538461538,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 01:00:00,2024-02-01 02:00:00,2024-02-01,01:00,02:00,Totalt i retning Waldemar Tranes Gt.,46,100.0,1,1,0,0,100.0,40,6,3,2,0,1,1,0,2024,2,1,1,3,0,40,13,0.2826086956521739,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 02:00:00,2024-02-01 03:00:00,2024-02-01,02:00,03:00,1,32,100.0,1,1,0,0,100.0,29,3,1,2,0,0,0,0,2024,2,1,2,3,0,29,6,0.1875,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 02:00:00,2024-02-01 03:00:00,2024-02-01,02:00,03:00,2,44,100.0,1,1,0,0,100.0,34,10,3,7,0,0,0,0,2024,2,1,2,3,0,34,20,0.4545454545454545,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 02:00:00,2024-02-01 03:00:00,2024-02-01,02:00,03:00,Totalt,76,100.0,1,1,0,0,100.0,63,13,4,9,0,0,0,0,2024,2,1,2,3,0,63,26,0.3421052631578947,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 02:00:00,2024-02-01 03:00:00,2024-02-01,02:00,03:00,Totalt i retning Hausmannsgate,44,100.0,1,1,0,0,100.0,34,10,3,7,0,0,0,0,2024,2,1,2,3,0,34,20,0.4545454545454545,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 02:00:00,2024-02-01 03:00:00,2024-02-01,02:00,03:00,Totalt i retning Waldemar Tranes Gt.,32,100.0,1,1,0,0,100.0,29,3,1,2,0,0,0,0,2024,2,1,2,3,0,29,6,0.1875,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 03:00:00,2024-02-01 04:00:00,2024-02-01,03:00,04:00,1,27,100.0,1,1,0,0,100.0,26,1,1,0,0,0,0,0,2024,2,1,3,3,0,26,2,0.074074074074074,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 03:00:00,2024-02-01 04:00:00,2024-02-01,03:00,04:00,2,34,100.0,1,1,0,0,100.0,29,5,4,0,0,1,1,0,2024,2,1,3,3,0,29,11,0.3235294117647059,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 03:00:00,2024-02-01 04:00:00,2024-02-01,03:00,04:00,Totalt,61,100.0,1,1,0,0,100.0,55,6,5,0,0,1,1,0,2024,2,1,3,3,0,55,13,0.2131147540983606,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 03:00:00,2024-02-01 04:00:00,2024-02-01,03:00,04:00,Totalt i retning Hausmannsgate,34,100.0,1,1,0,0,100.0,29,5,4,0,0,1,1,0,2024,2,1,3,3,0,29,11,0.3235294117647059,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 03:00:00,2024-02-01 04:00:00,2024-02-01,03:00,04:00,Totalt i retning Waldemar Tranes Gt.,27,100.0,1,1,0,0,100.0,26,1,1,0,0,0,0,0,2024,2,1,3,3,0,26,2,0.074074074074074,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 04:00:00,2024-02-01 05:00:00,2024-02-01,04:00,05:00,1,24,100.0,1,1,0,0,100.0,23,1,1,0,0,0,0,0,2024,2,1,4,3,0,23,2,0.0833333333333333,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 04:00:00,2024-02-01 05:00:00,2024-02-01,04:00,05:00,2,17,100.0,1,1,0,0,100.0,15,2,1,0,0,1,1,0,2024,2,1,4,3,0,15,5,0.2941176470588235,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 04:00:00,2024-02-01 05:00:00,2024-02-01,04:00,05:00,Totalt,41,100.0,1,1,0,0,100.0,38,3,2,0,0,1,1,0,2024,2,1,4,3,0,38,7,0.1707317073170731,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 04:00:00,2024-02-01 05:00:00,2024-02-01,04:00,05:00,Totalt i retning Hausmannsgate,17,100.0,1,1,0,0,100.0,15,2,1,0,0,1,1,0,2024,2,1,4,3,0,15,5,0.2941176470588235,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 04:00:00,2024-02-01 05:00:00,2024-02-01,04:00,05:00,Totalt i retning Waldemar Tranes Gt.,24,100.0,1,1,0,0,100.0,23,1,1,0,0,0,0,0,2024,2,1,4,3,0,23,2,0.0833333333333333,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 05:00:00,2024-02-01 06:00:00,2024-02-01,05:00,06:00,1,32,100.0,1,1,0,0,100.0,25,7,1,2,0,4,4,0,2024,2,1,5,3,0,25,18,0.5625,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 05:00:00,2024-02-01 06:00:00,2024-02-01,05:00,06:00,2,35,100.0,1,1,0,0,100.0,27,8,1,3,1,3,3,0,2024,2,1,5,3,0,27,19,0.5428571428571428,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 05:00:00,2024-02-01 06:00:00,2024-02-01,05:00,06:00,Totalt,67,100.0,1,1,0,0,100.0,52,15,2,5,1,7,7,0,2024,2,1,5,3,0,52,37,0.5522388059701493,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 05:00:00,2024-02-01 06:00:00,2024-02-01,05:00,06:00,Totalt i retning Hausmannsgate,36,100.0,1,1,0,0,100.0,28,8,1,3,1,3,3,0,2024,2,1,5,3,0,28,19,0.5277777777777778,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 05:00:00,2024-02-01 06:00:00,2024-02-01,05:00,06:00,Totalt i retning Waldemar Tranes Gt.,31,100.0,1,1,0,0,100.0,24,7,1,2,0,4,4,0,2024,2,1,5,3,0,24,18,0.5806451612903226,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 06:00:00,2024-02-01 07:00:00,2024-02-01,06:00,07:00,1,122,100.0,1,1,0,0,100.0,105,17,4,5,0,8,8,0,2024,2,1,6,3,0,105,42,0.3442622950819672,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 06:00:00,2024-02-01 07:00:00,2024-02-01,06:00,07:00,2,119,100.0,1,1,0,0,100.0,93,26,10,9,0,7,7,0,2024,2,1,6,3,0,93,59,0.4957983193277311,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 06:00:00,2024-02-01 07:00:00,2024-02-01,06:00,07:00,Totalt,241,100.0,1,1,0,0,100.0,198,43,14,14,0,15,15,0,2024,2,1,6,3,0,198,101,0.4190871369294606,0,Winter,Medium,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 06:00:00,2024-02-01 07:00:00,2024-02-01,06:00,07:00,Totalt i retning Hausmannsgate,119,100.0,1,1,0,0,100.0,93,26,10,9,0,7,7,0,2024,2,1,6,3,0,93,59,0.4957983193277311,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 06:00:00,2024-02-01 07:00:00,2024-02-01,06:00,07:00,Totalt i retning Waldemar Tranes Gt.,122,100.0,1,1,0,0,100.0,105,17,4,5,0,8,8,0,2024,2,1,6,3,0,105,42,0.3442622950819672,0,Winter,Low,Good,Workday,0
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 07:00:00,2024-02-01 08:00:00,2024-02-01,07:00,08:00,1,248,100.0,1,1,0,1,99.6,213,34,12,4,0,18,18,0,2024,2,1,7,3,0,213,86,0.3467741935483871,1,Winter,Medium,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 07:00:00,2024-02-01 08:00:00,2024-02-01,07:00,08:00,2,230,100.0,1,1,0,0,100.0,191,39,18,6,0,15,15,0,2024,2,1,7,3,0,191,93,0.4043478260869565,1,Winter,Medium,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 07:00:00,2024-02-01 08:00:00,2024-02-01,07:00,08:00,Totalt,478,100.0,1,1,0,1,99.79,404,73,30,10,0,33,33,0,2024,2,1,7,3,0,404,179,0.3744769874476987,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 07:00:00,2024-02-01 08:00:00,2024-02-01,07:00,08:00,Totalt i retning Hausmannsgate,230,100.0,1,1,0,0,100.0,191,39,18,6,0,15,15,0,2024,2,1,7,3,0,191,93,0.4043478260869565,1,Winter,Medium,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 07:00:00,2024-02-01 08:00:00,2024-02-01,07:00,08:00,Totalt i retning Waldemar Tranes Gt.,248,100.0,1,1,0,1,99.6,213,34,12,4,0,18,18,0,2024,2,1,7,3,0,213,86,0.3467741935483871,1,Winter,Medium,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 08:00:00,2024-02-01 09:00:00,2024-02-01,08:00,09:00,1,308,100.0,1,1,0,1,99.68,263,44,20,5,0,19,19,0,2024,2,1,8,3,0,263,107,0.3474025974025974,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 08:00:00,2024-02-01 09:00:00,2024-02-01,08:00,09:00,2,375,100.0,1,1,0,1,99.73,331,43,20,4,2,17,17,0,2024,2,1,8,3,0,331,103,0.2746666666666666,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 08:00:00,2024-02-01 09:00:00,2024-02-01,08:00,09:00,Totalt,683,100.0,1,1,0,2,99.71,594,87,40,9,2,36,36,0,2024,2,1,8,3,0,594,210,0.3074670571010249,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 08:00:00,2024-02-01 09:00:00,2024-02-01,08:00,09:00,Totalt i retning Hausmannsgate,374,100.0,1,1,0,1,99.73,332,41,18,4,2,17,17,0,2024,2,1,8,3,0,332,99,0.2647058823529412,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 08:00:00,2024-02-01 09:00:00,2024-02-01,08:00,09:00,Totalt i retning Waldemar Tranes Gt.,309,100.0,1,1,0,1,99.68,262,46,22,5,0,19,19,0,2024,2,1,8,3,0,262,111,0.3592233009708738,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 09:00:00,2024-02-01 10:00:00,2024-02-01,09:00,10:00,1,323,100.0,1,1,0,0,100.0,274,49,22,14,1,12,12,0,2024,2,1,9,3,0,274,110,0.3405572755417956,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 09:00:00,2024-02-01 10:00:00,2024-02-01,09:00,10:00,2,309,100.0,1,1,0,0,100.0,281,28,9,11,0,8,8,0,2024,2,1,9,3,0,281,64,0.2071197411003236,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 09:00:00,2024-02-01 10:00:00,2024-02-01,09:00,10:00,Totalt,632,100.0,1,1,0,0,100.0,555,77,31,25,1,20,20,0,2024,2,1,9,3,0,555,174,0.2753164556962025,1,Winter,High,Good,Workday,1
62991V604777,Maridalsveien,KV14622 S9D1 m425,2024-02-01 09:00:00,2024-02-01 10:00:00,2024-02-01,09:00,10:00,Totalt i retning Hausmannsgate,309,100.0,1,1,0,0,100.0,281,28,9,11,0,8,8,0,2024,2,1,9,3,0,281,64,0.2071197411003236,1,Winter,High,Good,Workday,1
